TREATMENT,TR,LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
GSK,GTR23,Track_423,49,49,11,0,0,0,0,0,18004.95546,3600.991092,21605.94655,6.377016428,329.2544872,90.44106005,0,5.40E-04,0.001772795,1.14E-04,5.10E-04,4.73E-04,1.266797694,9.716617189,6.377016428,0.656300058,3.54E-04,0.656300058,5.89E-04
GSK,GTR23,Track_424,50,50,12,0,0,0,0,0,19805.451,3600.991092,23406.4421,7.335303798,348.9341233,257.7736587,0,5.25E-04,0.001005008,1.79E-04,4.11E-04,2.79E-04,1.41910552,10.3943766,8.46831888,0.705699252,3.70E-04,0.705699252,3.96E-04
GSK,GTR23,Track_425,51,51,13,0,0,0,0,0,21605.94655,1800.495546,23406.4421,7.136950204,336.7540565,346.1422823,0,0.001425109,0.005752921,1.04E-04,8.42E-04,0.001647789,1.499056651,30.79082087,17.03911585,0.231788241,3.30E-04,0.231788241,5.17E-04
GSK,GTR23,Track_426,52,52,13,0,0,0,0,0,21605.94655,1800.495546,23406.4421,3.29720325,317.1962933,380.2457772,0,6.00E-04,0.001997532,9.16E-05,4.06E-04,6.17E-04,1.513431191,12.95529593,3.651125418,0.254506209,1.53E-04,0.254506209,4.77E-04
GSK,GTR23,Track_427,53,53,13,0,0,0,0,0,21605.94655,1800.495546,23406.4421,3.890895321,284.5046758,399.7453705,0,4.55E-04,0.00116408,9.77E-05,3.24E-04,3.61E-04,1.45266675,9.837498107,5.163569332,0.395516754,1.80E-04,0.395516754,6.73E-04
GSK,GTR23,Track_428,54,54,12,0,0,0,0,0,19805.451,3600.991092,23406.4421,4.820831156,621.8025975,455.6449228,0,0.002560912,0.009686683,4.88E-04,0.001470867,0.002572675,1.384351869,50.7200099,13.054718,0.095047914,2.43E-04,0.095047914,5.80E-04
GSK,GTR23,Track_429,55,55,13,0,0,0,0,0,21605.94655,1800.495546,23406.4421,15.65176654,644.518873,634.7080182,0,0.001289208,0.006938905,9.64E-05,6.22E-04,0.001890717,1.443060976,27.85456365,18.27767216,0.561910312,7.24E-04,0.561910312,7.41E-04
GSK,GTR23,Track_430,56,56,11,0,0,0,0,0,18004.95546,5401.486637,23406.4421,5.055651138,637.0565669,339.6399941,0,5.30E-04,0.001111519,1.14E-04,4.02E-04,3.64E-04,1.565690236,9.541322531,6.603427125,0.529869011,2.81E-04,0.529869011,4.80E-04
GSK,GTR23,Track_431,57,57,11,0,0,0,0,0,18004.95546,5401.486637,23406.4421,2.342039171,621.5929207,560.3937391,0,2.65E-04,7.55E-04,3.20E-05,2.62E-04,2.18E-04,1.053336187,4.769471117,2.655390801,0.491047983,1.30E-04,0.491047983,6.97E-04
TSA,TTR15,Track_327,0,0,15,0,0,0,0,0,25206.93764,0,25206.93764,14.12757709,319.9426531,219.8585076,0,0.001106314,0.0025287,2.36E-04,9.02E-04,7.16E-04,1.415887562,27.88677891,14.12757709,0.506604837,5.60E-04,0.506604837,7.36E-04
TSA,TTR15,Track_328,1,1,15,0,0,0,0,0,25206.93764,0,25206.93764,16.66217789,503.3822247,262.1815094,0,0.001747674,0.003929792,4.39E-04,0.001431145,0.001252902,1.374381312,44.05351602,19.88373377,0.378225835,6.61E-04,0.378225835,7.21E-04
TSA,TTR15,Track_330,3,3,14,0,0,0,0,0,23406.4421,0,23406.4421,24.53762195,511.2884733,302.6698965,0,0.001314777,0.002608084,3.37E-04,0.0014731,6.57E-04,1.365872579,30.77426208,24.53762195,0.797342334,0.001048328,0.797342334,3.09E-04
TSA,TTR15,Track_331,4,4,15,0,0,0,0,0,25206.93764,0,25206.93764,31.666374,529.5556949,326.7843195,0,0.002209796,0.005219244,6.07E-04,0.002129617,0.001408982,1.40438083,55.70218704,31.666374,0.568494267,0.001256256,0.568494267,7.70E-04
TSA,TTR15,Track_332,5,5,15,0,0,0,0,0,25206.93764,0,25206.93764,16.82149845,341.381214,339.4794028,0,0.002703221,0.009216442,6.21E-04,0.001518707,0.00267363,1.312554113,68.13993546,29.35020047,0.246866956,6.67E-04,0.246866956,0.001054531
TSA,TTR15,Track_333,6,6,15,0,0,0,0,0,25206.93764,0,25206.93764,25.59442594,501.8339453,353.4552117,0,0.001654168,0.00459741,7.63E-04,0.001344265,0.00102156,1.420270896,41.69652175,25.90549233,0.613826403,0.001015372,0.613826403,7.59E-04
TSA,TTR15,Track_334,7,7,15,0,0,0,0,0,25206.93764,0,25206.93764,21.02662762,267.567404,368.4564029,0,0.001784871,0.004163358,4.01E-04,0.001754755,9.82E-04,1.401623249,44.99113671,27.04193059,0.467350442,8.34E-04,0.467350442,3.34E-04
TSA,TTR15,Track_335,8,8,15,0,0,0,0,0,25206.93764,0,25206.93764,1.971934443,551.7902411,352.0912475,0,0.001104734,0.002716213,1.78E-04,9.79E-04,8.03E-04,1.296241625,27.8469646,6.409748275,0.070813264,7.82E-05,0.070813264,6.50E-04
TSA,TTR15,Track_336,9,9,15,0,0,0,0,0,25206.93764,0,25206.93764,9.670018011,501.3295835,390.6095837,0,0.001289872,0.002001129,3.66E-04,0.001554521,5.45E-04,1.225717616,32.51372768,12.64495735,0.297413391,3.84E-04,0.297413391,9.70E-04
TSA,TTR15,Track_337,10,10,15,0,0,0,0,0,25206.93764,0,25206.93764,25.56815756,513.9599826,396.4025175,0,0.002067444,0.009902908,4.05E-04,9.79E-04,0.002651305,1.17236441,52.1139334,26.14812578,0.490620375,0.00101433,0.490620375,0.001147119
TSA,TTR15,Track_338,11,11,11,0,0,0,0,0,18004.95546,0,18004.95546,12.56880949,559.3200813,392.4804519,0,0.00132995,0.004561345,5.44E-04,9.81E-04,0.001215714,1.229576154,23.94569609,12.56880949,0.52488804,6.98E-04,0.52488804,5.69E-04
TSA,TTR15,Track_339,12,12,15,0,0,0,0,0,25206.93764,0,25206.93764,12.62117485,543.39694,407.6558839,0,0.001747915,0.006719244,2.99E-04,0.001153376,0.001716582,1.263042283,44.05958484,15.7584049,0.286456963,5.01E-04,0.286456963,9.44E-04
TSA,TTR15,Track_340,13,13,15,0,0,0,0,0,25206.93764,0,25206.93764,4.570019725,559.8312367,432.2469358,0,0.001002116,0.00184189,2.39E-04,0.001091761,5.22E-04,1.227396321,25.26028555,6.59576338,0.180917184,1.81E-04,0.180917184,8.68E-04
TSA,TTR15,Track_341,14,14,11,0,0,0,0,0,18004.95546,0,18004.95546,28.8805124,283.2635872,424.73807,0,0.0023198,0.004856794,9.14E-04,0.002057923,0.001225543,1.200398088,41.76788938,28.8805124,0.691452521,0.001604031,0.691452521,3.94E-04
TSA,TTR15,Track_342,15,15,15,0,0,0,0,0,25206.93764,0,25206.93764,27.51961389,289.1139247,436.6906058,0,0.002061054,0.005811472,6.11E-04,0.001520937,0.001600315,1.18230919,51.95286145,28.33192114,0.529703526,0.001091748,0.529703526,4.74E-04
TSA,TTR15,Track_343,16,16,15,0,0,0,0,0,25206.93764,0,25206.93764,25.26032769,541.6537317,461.1859883,0,0.001646425,0.005997273,1.10E-04,0.00116389,0.001908556,1.342836205,41.50132702,30.73681309,0.608663132,0.001002118,0.608663132,6.52E-04
TSA,TTR15,Track_344,17,17,15,0,0,0,0,0,25206.93764,0,25206.93764,10.15016969,578.5157238,475.5142101,0,7.78E-04,0.001834723,2.16E-04,6.31E-04,4.75E-04,1.270519749,19.61544174,11.39717674,0.517458124,4.03E-04,0.517458124,8.19E-04
TSA,TTR15,Track_345,18,18,15,0,0,0,0,0,25206.93764,0,25206.93764,35.68334588,539.2475562,485.0385237,0,0.002033981,0.004023362,7.06E-04,0.00182306,0.001073502,1.410677409,51.27042793,35.68334588,0.695982993,0.001415616,0.695982993,6.42E-04
TSA,TTR15,Track_346,19,19,15,0,0,0,0,0,25206.93764,0,25206.93764,7.717935251,637.2736694,506.2420113,0,0.001219664,0.002369979,3.79E-04,0.001174539,5.91E-04,1.345478463,30.74399887,10.43962623,0.251038757,3.06E-04,0.251038757,8.56E-04
TSA,TTR15,Track_347,20,20,15,0,0,0,0,0,25206.93764,0,25206.93764,15.81222468,278.6236548,487.2153986,0,0.001041219,0.00250796,1.78E-04,0.001141648,8.62E-04,1.384211914,26.245954,16.24173022,0.602463324,6.27E-04,0.602463324,6.81E-04
TSA,TTR15,Track_348,21,21,15,0,0,0,0,0,25206.93764,0,25206.93764,10.91509347,328.4413897,506.8929615,0,0.002576484,0.018150275,2.44E-04,0.001505561,0.004518705,1.413463306,64.94526337,26.07008398,0.168066044,4.33E-04,0.168066044,5.65E-04
TSA,TTR15,Track_349,22,22,15,0,0,0,0,0,25206.93764,0,25206.93764,6.795058885,630.4395026,542.8977118,0,0.001034694,0.00225407,2.86E-05,0.001201612,6.79E-04,1.187517071,26.08146608,10.68329219,0.260532091,2.70E-04,0.260532091,5.32E-04
TSA,TTR15,Track_350,23,23,15,0,0,0,0,0,25206.93764,0,25206.93764,9.342305886,640.5727198,526.9369318,0,0.001001632,0.002325457,6.61E-05,8.22E-04,6.32E-04,1.166929857,25.24806691,9.342305886,0.37002064,3.71E-04,0.37002064,7.93E-04
TSA,TTR15,Track_351,24,24,15,0,0,0,0,0,25206.93764,0,25206.93764,34.3449168,320.2786328,547.324462,0,0.002257864,0.006766673,2.40E-04,0.00227046,0.001540469,1.42677544,56.91383377,38.44291165,0.603454635,0.001362518,0.603454635,6.32E-04
TSA,TTR15,Track_353,26,26,15,0,0,0,0,0,25206.93764,0,25206.93764,24.51890161,610.7552915,570.3410766,0,0.00207533,0.007016761,5.40E-04,0.00163724,0.001682425,1.24943161,52.31271115,25.25601507,0.468698736,9.73E-04,0.468698736,5.78E-04
TSA,TTR15,Track_355,28,28,15,0,0,0,0,0,25206.93764,0,25206.93764,7.783260616,585.1649901,596.5395233,0,0.001356213,0.004515077,1.10E-04,0.00128393,0.001143593,1.337589629,34.18596786,14.31343749,0.227674134,3.09E-04,0.227674134,5.68E-04
TSA,TTR15,Track_356,29,29,15,0,0,0,0,0,25206.93764,0,25206.93764,62.03829453,589.0274974,639.6033013,0,0.003112259,0.013760135,6.88E-04,0.002447069,0.003238992,1.364401023,78.45052286,62.03829453,0.79079517,0.00246116,0.79079517,3.37E-04
TSA,TTR15,Track_357,30,30,15,0,0,0,0,0,25206.93764,0,25206.93764,12.85728709,308.1670742,606.3887945,0,0.001129328,0.002710283,2.99E-04,0.00108984,6.21E-04,1.390195417,28.466905,12.85728709,0.451657358,5.10E-04,0.451657358,6.61E-04
TSA,TTR15,Track_358,31,31,15,0,0,0,0,0,25206.93764,0,25206.93764,3.014692481,611.3382419,632.9863881,0,0.001511754,0.004037638,1.81E-04,0.001233422,0.001116435,1.239271919,38.10668617,8.041729978,0.079111904,1.20E-04,0.079111904,0.001073923
TSA,TTR15,Track_359,32,32,15,0,0,0,0,0,25206.93764,0,25206.93764,5.827591631,307.4037945,639.0063341,0,8.70E-04,0.002390233,1.64E-04,7.63E-04,6.09E-04,1.32623659,21.93991981,5.827591631,0.265615904,2.31E-04,0.265615904,9.66E-04
TSA,TTR15,Track_361,34,34,11,0,0,0,0,0,18004.95546,0,18004.95546,20.52356232,578.2594485,682.1562866,0,0.002073393,0.006694954,3.79E-04,0.001121703,0.002137515,1.105781013,37.33134742,20.52356232,0.549767521,0.001139884,0.549767521,6.91E-04
TSA,TTR15,Track_362,35,35,11,0,0,0,0,0,18004.95546,0,18004.95546,68.28118559,301.0282952,659.0613865,0,0.004140508,0.008221407,6.58E-04,0.004725634,0.00290547,1.227769494,74.54965871,68.28118559,0.915915469,0.003792355,0.915915469,4.13E-04
TSA,TTR15,Track_363,36,36,15,0,0,0,0,0,25206.93764,0,25206.93764,16.03102424,301.0654432,687.5844668,0,0.001550432,0.006655041,7.11E-04,0.001157847,0.001532609,1.364221652,39.08163728,16.03102424,0.410193261,6.36E-04,0.410193261,6.95E-04
TSA,TTR15,Track_366,39,39,15,0,0,0,0,0,25206.93764,0,25206.93764,2.594400821,341.8630323,49.07818909,0,0.001053262,0.002709612,6.02E-05,8.71E-04,7.90E-04,1.416975935,26.54950291,10.35333503,0.097719375,1.03E-04,0.097719375,8.15E-04
TSA,TTR15,Track_367,40,40,15,0,0,0,0,0,25206.93764,0,25206.93764,8.145381666,575.3743986,39.68854393,0,0.001097977,0.002637181,3.09E-04,0.001043624,6.68E-04,1.409552399,27.67664615,14.06775425,0.294305228,3.23E-04,0.294305228,4.43E-04
TSA,TTR15,Track_368,41,41,15,0,0,0,0,0,25206.93764,0,25206.93764,17.38683075,365.058972,70.62289539,0,0.00107736,0.002056033,1.97E-04,0.001199869,4.97E-04,1.381746483,27.15695141,17.38683075,0.640234999,6.90E-04,0.640234999,6.00E-04
TSA,TTR15,Track_369,42,42,15,0,0,0,0,0,25206.93764,0,25206.93764,11.67194904,308.9403595,69.59158323,0,9.90E-04,0.002400955,2.58E-04,8.76E-04,6.85E-04,1.398530213,24.96239531,11.67194904,0.467581292,4.63E-04,0.467581292,7.18E-04
TSA,TTR15,Track_370,43,43,15,0,0,0,0,0,25206.93764,0,25206.93764,3.886014215,590.5089656,78.17712737,0,9.21E-04,0.002304375,2.70E-04,8.67E-04,6.10E-04,1.331048004,23.21328204,5.39042727,0.167404773,1.54E-04,0.167404773,0.001158737
TSA,TTR15,Track_371,44,44,15,0,0,0,0,0,25206.93764,0,25206.93764,13.07102834,556.9448393,107.2045235,0,0.001365376,0.002877387,5.65E-04,0.001303006,6.49E-04,1.223199105,34.416957,13.07102834,0.379784545,5.19E-04,0.379784545,8.94E-04
TSA,TTR15,Track_372,45,45,11,0,0,0,0,0,18004.95546,0,18004.95546,16.97064959,329.4311533,97.30801508,0,0.001689857,0.003260063,5.55E-04,0.001616802,8.73E-04,1.382728338,30.42579641,17.90774346,0.557771746,9.43E-04,0.557771746,7.70E-04
TSA,TTR15,Track_373,46,46,15,0,0,0,0,0,25206.93764,0,25206.93764,8.001874497,308.676856,130.2896121,0,0.001005239,0.002077187,2.70E-04,9.32E-04,6.01E-04,1.391977334,25.33900587,8.001874497,0.315792756,3.17E-04,0.315792756,7.14E-04
TSA,TTR15,Track_376,49,49,15,0,0,0,0,0,25206.93764,0,25206.93764,12.81156606,597.9925615,192.286235,0,8.04E-04,0.001820387,7.85E-05,8.22E-04,5.06E-04,1.39198269,20.27465004,13.7342349,0.631900725,5.08E-04,0.631900725,7.09E-04
TSA,TTR15,Track_377,50,50,15,0,0,0,0,0,25206.93764,0,25206.93764,8.112483527,324.2205858,197.0983705,0,0.001172535,0.004056092,1.21E-04,8.77E-04,0.001002876,1.219742171,29.55601942,12.02276754,0.274478217,3.22E-04,0.274478217,7.65E-04
TSA,TTR15,Track_378,51,51,15,0,0,0,0,0,25206.93764,0,25206.93764,29.80978506,537.9422145,210.5764612,0,0.001849361,0.003501366,2.66E-04,0.001645794,0.001101851,1.35223461,46.61672885,31.38013967,0.639465398,0.001182602,0.639465398,6.31E-04
TSA,TTR15,Track_379,52,52,14,0,0,0,0,0,23406.4421,1800.495546,25206.93764,8.635610944,575.4334232,130.1845008,0,0.001036513,0.002072583,1.96E-04,8.40E-04,6.35E-04,1.216301143,24.26107474,11.97652109,0.355945111,3.69E-04,0.355945111,8.02E-04
TSA,TTR15,Track_382,55,55,13,0,0,0,0,0,21605.94655,3600.991092,25206.93764,2.183507712,600.3394704,2.62812298,0,0.001231684,0.002847954,1.92E-04,0.001070074,6.35E-04,1.261265177,26.61169642,4.217317441,0.082050677,1.01E-04,0.082050677,7.07E-04
TSA,TTR15,Track_383,56,56,13,0,0,0,0,0,21605.94655,3600.991092,25206.93764,15.39630259,302.8981198,166.6818577,0,0.001701701,0.004453245,1.66E-04,0.00154539,0.001100464,1.26833868,36.76685236,16.07011229,0.418754982,7.13E-04,0.418754982,0.001091406
TSA,TTR15,Track_384,57,57,12,0,0,0,0,0,19805.451,5401.486637,25206.93764,9.20159009,241.324328,299.0203985,0,7.99E-04,0.001671212,2.99E-04,6.42E-04,3.78E-04,1.36472401,15.82966058,9.34981761,0.581287896,4.65E-04,0.581287896,6.11E-04
TSA,TTR15,Track_385,58,58,13,0,0,0,0,0,21605.94655,3600.991092,25206.93764,3.065142742,544.7899912,381.0058571,0,0.001306052,0.004166741,2.21E-04,0.001057893,0.001222861,1.139940858,28.21848832,8.161041994,0.108621791,1.42E-04,0.108621791,9.81E-04
TSA,TTR33,Track_272,0,0,13,0,0,0,0,0,21605.94655,0,21605.94655,13.11482273,281.8420314,11.61821827,0,0.002281985,0.009089289,7.67E-05,8.57E-04,0.002889337,1.363777931,49.3044368,27.18526095,0.265996806,6.07E-04,0.265996806,6.12E-04
TSA,TTR33,Track_273,1,1,13,0,0,0,0,0,21605.94655,0,21605.94655,9.519262885,611.2015489,10.2773296,0,9.83E-04,0.002658852,1.49E-04,8.35E-04,6.39E-04,1.262660182,21.22924173,9.519262885,0.448403339,4.41E-04,0.448403339,6.40E-04
TSA,TTR33,Track_275,3,3,13,0,0,0,0,0,21605.94655,0,21605.94655,34.59999308,293.9370623,57.24344419,0,0.002156184,0.003757577,2.49E-04,0.002125741,0.001261392,1.379759018,46.58638689,34.59999308,0.742706086,0.001601411,0.742706086,4.21E-04
TSA,TTR33,Track_276,4,4,13,0,0,0,0,0,21605.94655,0,21605.94655,29.97399865,263.2975843,79.93601449,0,0.002960236,0.007899765,1.91E-04,0.002157248,0.002380398,1.296944288,63.95870405,29.97399865,0.468646122,0.001387303,0.468646122,7.91E-04
TSA,TTR33,Track_277,5,5,13,0,0,0,0,0,21605.94655,0,21605.94655,32.09177163,577.4640464,84.81754144,0,0.002089897,0.004975404,3.14E-04,0.001807412,0.001813078,1.279093027,45.15420229,32.09177163,0.710715061,0.001485321,0.710715061,4.67E-04
TSA,TTR33,Track_278,6,6,11,0,0,0,0,0,18004.95546,0,18004.95546,16.33732249,585.8649833,111.8312669,0,0.001728507,0.003953816,4.88E-04,0.001337418,0.001246144,1.317414728,31.1216873,16.33732249,0.524949767,9.07E-04,0.524949767,6.57E-04
TSA,TTR33,Track_279,7,7,13,0,0,0,0,0,21605.94655,0,21605.94655,5.640386645,250.3685788,121.0496007,0,0.001202167,0.003214093,2.62E-04,0.001001287,8.45E-04,1.258932288,25.97395176,12.24791857,0.217155506,2.61E-04,0.217155506,7.88E-04
TSA,TTR33,Track_280,8,8,13,0,0,0,0,0,21605.94655,0,21605.94655,52.16946821,281.1188887,130.3306408,0,0.003303054,0.013342277,4.32E-04,0.001745217,0.004540798,1.330042115,71.36559835,59.39114657,0.731017036,0.002414588,0.731017036,5.17E-04
TSA,TTR33,Track_281,9,9,13,0,0,0,0,0,21605.94655,0,21605.94655,2.208675769,581.5101412,161.033991,0,9.47E-04,0.002115978,3.43E-05,0.001186051,6.94E-04,1.360925482,20.46664138,9.98274857,0.107915888,1.02E-04,0.107915888,5.45E-04
TSA,TTR33,Track_282,10,10,13,0,0,0,0,0,21605.94655,0,21605.94655,16.66855983,236.0443061,186.7438864,0,0.001095053,0.001732464,3.93E-04,0.001166276,3.78E-04,1.451681119,23.65966551,16.66855983,0.704513757,7.71E-04,0.704513757,6.58E-04
TSA,TTR33,Track_283,11,11,13,0,0,0,0,0,21605.94655,0,21605.94655,10.57504473,261.2811749,196.0237155,0,9.49E-04,0.00194109,9.94E-05,8.23E-04,6.52E-04,1.363494855,20.49900245,10.8911997,0.515880944,4.89E-04,0.515880944,8.51E-04
TSA,TTR33,Track_284,12,12,13,0,0,0,0,0,21605.94655,0,21605.94655,23.88192778,577.0281888,197.2289423,0,0.002107787,0.006247239,3.78E-04,0.001861487,0.00169762,1.343615954,45.5407344,23.88192778,0.524408051,0.001105341,0.524408051,8.26E-04
TSA,TTR33,Track_285,13,13,13,0,0,0,0,0,21605.94655,0,21605.94655,5.411514746,258.3118562,220.0459345,0,7.58E-04,0.002050426,2.92E-05,8.59E-04,6.15E-04,1.18265417,16.37814646,6.651802052,0.330410694,2.50E-04,0.330410694,8.03E-04
TSA,TTR33,Track_286,14,14,13,0,0,0,0,0,21605.94655,0,21605.94655,15.08112988,613.309675,235.5052552,0,0.001114848,0.003434502,3.53E-04,8.81E-04,9.01E-04,1.402059858,24.08733849,15.71830773,0.626101962,6.98E-04,0.626101962,8.05E-04
TSA,TTR33,Track_287,15,15,13,0,0,0,0,0,21605.94655,0,21605.94655,14.33365774,245.5386022,234.3112748,0,0.00103717,0.002036528,1.73E-04,0.001116133,5.75E-04,1.383644425,22.40903882,14.33365774,0.639637329,6.63E-04,0.639637329,5.00E-04
TSA,TTR33,Track_288,16,16,13,0,0,0,0,0,21605.94655,0,21605.94655,5.187955331,218.3429938,238.3606132,0,6.40E-04,0.00158454,2.05E-04,6.61E-04,4.27E-04,1.329488543,13.83538877,7.231111717,0.374977199,2.40E-04,0.374977199,6.18E-04
TSA,TTR33,Track_289,17,17,13,0,0,0,0,0,21605.94655,0,21605.94655,3.048475101,624.3895004,257.0384251,0,0.00111389,0.002186914,2.10E-04,0.001123598,5.97E-04,1.193151474,24.06663922,6.775629877,0.126668085,1.41E-04,0.126668085,8.66E-04
TSA,TTR33,Track_290,18,18,13,0,0,0,0,0,21605.94655,0,21605.94655,7.078079436,581.089214,250.499983,0,0.001119247,0.002384806,3.66E-04,0.001000265,6.81E-04,1.338888902,24.18238437,10.95955964,0.29269568,3.28E-04,0.29269568,7.09E-04
TSA,TTR33,Track_291,19,19,13,0,0,0,0,0,21605.94655,0,21605.94655,11.75075234,238.269129,286.2115176,0,9.88E-04,0.003056537,9.36E-05,0.001022982,8.68E-04,1.329847006,21.35103661,14.89976706,0.550359805,5.44E-04,0.550359805,5.22E-04
TSA,TTR33,Track_292,20,20,12,1,0,0,0,1,21605.94655,0,21605.94655,5.362397463,638.2438362,268.7809517,0,6.31E-04,1.00E-03,3.79E-04,5.87E-04,1.72E-04,1.352276166,13.7804277,6.368908925,0.389131425,2.48E-04,0.393568871,8.63E-04
TSA,TTR33,Track_293,21,21,13,0,0,0,0,0,21605.94655,0,21605.94655,6.647061275,615.9127036,287.3416756,0,0.001462777,0.00298259,3.26E-04,0.001521867,7.17E-04,1.359004965,31.60467744,14.48987794,0.210318909,3.08E-04,0.210318909,4.10E-04
TSA,TTR33,Track_295,23,23,13,0,0,0,0,0,21605.94655,0,21605.94655,7.494636968,263.7482083,306.7134714,0,0.001039146,0.002675856,9.36E-05,7.29E-04,7.67E-04,1.271149213,22.45172411,8.838058973,0.3338112,3.47E-04,0.3338112,8.57E-04
TSA,TTR33,Track_296,24,24,12,0,0,0,0,0,19805.451,0,19805.451,7.861384092,249.1577954,315.4499244,0,0.002252063,0.011569617,6.22E-04,0.001252859,0.003131401,1.172512978,44.60313247,11.58791042,0.176251838,3.97E-04,0.176251838,5.47E-04
TSA,TTR33,Track_297,25,25,13,0,0,0,0,0,21605.94655,0,21605.94655,6.643852231,587.511736,312.542523,0,0.00139254,0.00300365,2.44E-04,0.001335634,8.62E-04,1.42228497,30.08713491,14.88040082,0.220820369,3.08E-04,0.220820369,6.32E-04
TSA,TTR33,Track_298,26,26,13,0,0,0,0,0,21605.94655,0,21605.94655,10.16669034,231.1891963,336.0903685,0,0.001070327,0.003379234,1.27E-04,8.66E-04,8.71E-04,1.318805594,23.12543347,10.16669034,0.439632423,4.71E-04,0.439632423,0.001215509
TSA,TTR33,Track_299,27,27,13,0,0,0,0,0,21605.94655,0,21605.94655,3.869283446,578.2946621,360.0018687,0,0.001225712,0.003778618,6.26E-05,0.001015306,0.001087296,1.427976232,26.48267644,11.17191923,0.146106209,1.79E-04,0.146106209,7.08E-04
TSA,TTR33,Track_300,28,28,13,0,0,0,0,0,21605.94655,0,21605.94655,4.482900457,237.0231285,353.2217265,0,9.81E-04,0.003259292,4.62E-05,7.09E-04,9.44E-04,1.277888958,21.19504162,5.277303894,0.211507037,2.07E-04,0.211507037,8.21E-04
TSA,TTR33,Track_301,29,29,12,0,0,0,0,0,19805.451,1800.495546,21605.94655,11.02127733,294.7836032,387.054648,0,0.002108818,0.007050314,8.83E-04,0.001519086,0.00176178,1.378492922,41.76609675,18.69505934,0.263880951,5.56E-04,0.263880951,7.57E-04
TSA,TTR33,Track_302,30,30,13,0,0,0,0,0,21605.94655,0,21605.94655,11.02341254,274.417805,409.2247315,0,0.001137552,0.002765064,2.84E-04,9.70E-04,7.98E-04,1.198270917,24.57789188,11.02341254,0.448509278,5.10E-04,0.448509278,7.52E-04
TSA,TTR33,Track_303,31,31,13,0,0,0,0,0,21605.94655,0,21605.94655,45.62190921,572.4271294,435.5092805,0,0.00278573,0.005483222,5.34E-04,0.003227015,0.001782647,1.34928342,60.18833452,45.62190921,0.757985905,0.002111544,0.757985905,4.43E-04
TSA,TTR33,Track_304,32,32,11,1,0,0,0,1,19805.451,0,19805.451,12.78482197,277.8852694,432.1879219,0,0.001422181,0.003116625,1.20E-04,0.001101285,0.00105038,1.171949029,26.32905771,18.13094493,0.48557841,6.46E-04,0.453894774,5.61E-04
TSA,TTR33,Track_305,33,33,13,0,0,0,0,0,21605.94655,0,21605.94655,9.46290524,300.5933734,452.6726935,0,0.00131039,0.003214458,2.01E-04,0.001076773,9.58E-04,1.426314803,28.31221033,13.85164271,0.334234068,4.38E-04,0.334234068,6.22E-04
TSA,TTR33,Track_306,34,34,13,0,0,0,0,0,21605.94655,0,21605.94655,19.57654291,582.5915523,469.6582437,0,0.001453493,0.002498351,1.99E-04,0.001699392,7.92E-04,1.463092529,31.40408827,19.57654291,0.623375617,9.06E-04,0.623375617,5.15E-04
TSA,TTR33,Track_308,36,36,13,0,0,0,0,0,21605.94655,0,21605.94655,8.114430892,599.9385923,513.7838219,0,0.002245892,0.003347835,3.29E-04,0.00262838,9.05E-04,1.209152992,48.52461731,16.93398619,0.167222976,3.76E-04,0.167222976,5.92E-04
TSA,TTR33,Track_309,37,37,13,0,0,0,0,0,21605.94655,0,21605.94655,28.22946263,573.7899776,533.0830844,0,0.002156371,0.008544297,3.11E-04,0.001017689,0.002485493,1.363600557,46.5904391,34.9372036,0.605906773,0.00130656,0.605906773,5.38E-04
TSA,TTR33,Track_310,38,38,13,0,0,0,0,0,21605.94655,0,21605.94655,24.55315324,259.5552929,530.2677741,0,0.002286929,0.006084946,1.75E-04,0.002083725,0.001735395,1.382272693,49.41126456,31.73326395,0.496914083,0.001136407,0.496914083,4.02E-04
TSA,TTR33,Track_311,39,39,11,0,0,0,0,0,18004.95546,3600.991092,21605.94655,5.512527432,600.7486193,541.0957403,0,0.002510145,0.004868518,2.19E-04,0.002409019,0.001262295,1.365209569,45.19505622,15.31776025,0.121971912,3.06E-04,0.121971912,8.58E-04
TSA,TTR33,Track_312,40,40,13,0,0,0,0,0,21605.94655,0,21605.94655,8.415105372,304.8648667,549.8597796,0,8.76E-04,0.003101747,6.06E-05,6.10E-04,9.65E-04,1.331729715,18.93660817,11.62461019,0.444382927,3.89E-04,0.444382927,7.64E-04
TSA,TTR33,Track_313,41,41,13,0,0,0,0,0,21605.94655,0,21605.94655,7.005259111,294.6042892,569.5773976,0,0.001300502,0.004550634,8.87E-05,8.75E-04,0.001432209,1.321160582,28.09856625,8.441638514,0.249310198,3.24E-04,0.249310198,0.001034832
